place_name,category,cost_category,indoor_outdoor,popularity_rating,destination_city
Kaveri River Boating,Adventure Seeker / Family Planner,Budget,outdoor,1,Tiruchirappalli
Teppakulam Temple Tank,Nature Lover / Spiritual Traveler,Budget,outdoor,1,Tiruchirappalli
Kaveri River Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Tiruchirappalli
Gandhi Market Complex,Shopper / Urban Explorer / Culture Seeker,Budget,outdoor,2,Tiruchirappalli
Trichy Airport Viewing Area,Culture Seeker / Family Planner,Budget,outdoor,1,Tiruchirappalli
Ucchi Pillayar Rockfort Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Tiruchirappalli
Cauvery Delta Region Tour,Culture Seeker / Nature Lover,Mid-range,outdoor,5,Tiruchirappalli
Woraiyur Ancient Chola Capital,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Tiruchirappalli
Trichy Heritage Walk,Culture Seeker / Budget Backpacker,Budget,outdoor,3,Tiruchirappalli
Srirangam Island,Spiritual Traveler / Nature Lover,Budget,outdoor,4,Tiruchirappalli
Trichy Trade Centre,Shopper / Urban Explorer,Mid-range,indoor,2,Tiruchirappalli
Varahi Amman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
Gunaseelam Vishnu Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
Lalgudi Panchavarnaswamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
Amma Mandapam,Spiritual Traveler / Culture Seeker,Budget,both,1,Tiruchirappalli
Arulmigu Prasanna Venkatesa Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
Pushpavaneswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Tiruchirappalli
Mariamman Teppakulam,Spiritual Traveler / Nature Lover,Budget,outdoor,2,Tiruchirappalli
Arulmigu Manachanallur Balasubramaniya Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
Arulmigu Sri Aiyarappar Temple Thiruvaiyaru,Spiritual Traveler / Culture Seeker,Budget,both,3,Tiruchirappalli
Narasimha Temple Namakkal,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
All Saints Church Puthur,Spiritual Traveler / Culture Seeker,Budget,both,1,Tiruchirappalli
Christ Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Tiruchirappalli
Holy Redeemer Church Cantonment,Spiritual Traveler / Culture Seeker,Budget,both,1,Tiruchirappalli
Immanuel Church Ramalinga Nagar,Spiritual Traveler / Culture Seeker,Budget,both,1,Tiruchirappalli
Pazhamudhircholai Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,both,3,Tiruchirappalli
Nakshatra Vanam Park,Nature Lover / Family Planner,Budget,outdoor,2,Tiruchirappalli
Mukkombu Picnic Spot,Nature Lover / Family Planner,Budget,outdoor,3,Tiruchirappalli
Kaveri River Park,Nature Lover / Relaxation Lover,Budget,outdoor,2,Tiruchirappalli
Karumandapam Bus Stand Park,Nature Lover / Family Planner,Budget,outdoor,1,Tiruchirappalli
Jamal Mohamed College Park,Nature Lover / Relaxation Lover,Budget,outdoor,1,Tiruchirappalli
Cantonment Park,Nature Lover / Family Planner,Budget,outdoor,1,Tiruchirappalli
Trichy Deer Park Lalgudi,Nature Lover / Family Planner,Budget,outdoor,2,Tiruchirappalli
Perumal Malai Hills,Adventure Seeker / Nature Lover,Budget,outdoor,4,Tiruchirappalli
Ettukudi Village Tourism,Culture Seeker / Nature Lover,Budget,outdoor,3,Tiruchirappalli
Thiruvaiyaru Music Festival Ground,Culture Seeker / Spiritual Traveler,Budget,outdoor,2,Tiruchirappalli
Tiruchirappalli Fort Ruins,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Tiruchirappalli
Tiruverumbur Manikkavannar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
Manachanallur Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Tiruchirappalli
Kollidam River Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Tiruchirappalli
Trichy Chinna Kadai,Shopper / Urban Explorer / Culture Seeker,Budget,outdoor,2,Tiruchirappalli
NSB Road Shopping,Shopper / Urban Explorer,Budget,outdoor,2,Tiruchirappalli
Williams Road Market,Shopper / Urban Explorer,Budget,outdoor,2,Tiruchirappalli
Thennur Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Tiruchirappalli
Srirangam Market Street,Shopper / Urban Explorer / Culture Seeker,Budget,outdoor,2,Tiruchirappalli
Amma Shopping Complex,Shopper / Urban Explorer,Mid-range,indoor,3,Tiruchirappalli
Sri Krishna Sweets Trichy,Foodie / Budget Backpacker,Budget,indoor,1,Tiruchirappalli
Junior Kuppanna Trichy,Foodie / Culture Seeker,Mid-range,indoor,1,Tiruchirappalli
Grand Sweets Trichy,Foodie / Budget Backpacker,Budget,indoor,1,Tiruchirappalli
Hotel Gajapriya,Foodie / Budget Backpacker,Budget,indoor,1,Tiruchirappalli
Meridian Restaurant,Foodie / Romantic Couple,Mid-range,indoor,2,Tiruchirappalli
Hotel Meenakshi Bhavan,Foodie / Budget Backpacker,Budget,indoor,1,Tiruchirappalli
Vincent Restaurant,Foodie / Culture Seeker,Budget,indoor,1,Tiruchirappalli
Mukkombu Dam Park,Nature Lover / Family Planner,Budget,outdoor,2,Tiruchirappalli
Lower Anaicut,Nature Lover / Relaxation Lover,Budget,outdoor,2,Tiruchirappalli
Ariyamangalam Forest Reserve,Nature Lover / Adventure Seeker,Budget,outdoor,3,Tiruchirappalli
Bishop Heber College Campus,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Tiruchirappalli
Kajamalai Temple Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Tiruchirappalli
Trichy Junction Railway Heritage,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Tiruchirappalli
Srirangam Art Gallery,Culture Seeker / Family Planner,Budget,indoor,2,Tiruchirappalli
Pattabiraman Temple Srirangam,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
Pasupatheswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Karur
Kalyana Venkataramana Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Karur
Arulmigu Kalyana Pasupatheswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Sadasiva Brahmendra Samadhi Nerur,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Kashi Vishwanatha Temple Nerur,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Mariamman Temple Karur,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Vennamalai Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,both,3,Karur
Thirumukkoodalur Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Pugazhimalai Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,both,3,Karur
Amrithagateswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Mayanur Dam & Barrage,Nature Lover / Family Planner,Budget,outdoor,3,Karur
Ponnaniyaru Dam,Nature Lover / Relaxation Lover,Budget,outdoor,3,Karur
Aathupalayam Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Karur
Kovilur Dam,Nature Lover / Family Planner,Budget,outdoor,2,Karur
Amaravathi River Check Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Karur
Pugalur Dam,Nature Lover / Romantic Couple,Budget,outdoor,2,Karur
Amaravathi Children's Park,Family Planner / Nature Lover,Budget,outdoor,2,Karur
Rajaji Park Karur,Nature Lover / Family Planner,Budget,outdoor,1,Karur
Mayanur Check Dam Park,Nature Lover / Family Planner,Budget,outdoor,2,Karur
Children's Park Karur,Family Planner / Nature Lover,Budget,outdoor,1,Karur
Karur Government Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Karur
Karur Fort Ruins,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Karur
Amaravathi River Bank,Nature Lover / Relaxation Lover,Budget,outdoor,2,Karur
Kaveri River View Point,Nature Lover / Romantic Couple,Budget,outdoor,1,Karur
Nerur River Bank,Nature Lover / Relaxation Lover,Budget,outdoor,2,Karur
Amaravathi River Bed Archaeological Site,Culture Seeker / Nature Lover,Budget,outdoor,2,Karur
Karur Home Textile Market,Shopper / Urban Explorer / Culture Seeker,Budget,indoor,3,Karur
Karur Main Bazaar,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Karur
Textile Showrooms Karur,Shopper / Urban Explorer,Budget,indoor,2,Karur
Handloom Weaving Centers,Culture Seeker / Shopper / Urban Explorer,Budget,indoor,2,Karur
Vasantha Bhavan Karur,Foodie / Budget Backpacker,Budget,indoor,1,Karur
Hotel Radhika,Foodie / Budget Backpacker,Budget,indoor,1,Karur
Saravana Bhavan Karur,Foodie / Budget Backpacker,Budget,indoor,1,Karur
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,indoor,1,Karur
Ponnusamy Restaurant,Foodie / Culture Seeker,Mid-range,indoor,1,Karur
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,indoor,1,Karur
Karur Agricultural Farm Tour,Culture Seeker / Nature Lover,Budget,outdoor,3,Karur
Coconut Grove Visit,Nature Lover / Relaxation Lover,Budget,outdoor,2,Karur
Karur-Trichy Railway Bridge View,Culture Seeker / Nature Lover,Budget,outdoor,1,Karur
Amaravathi Bridge,Culture Seeker / Urban Explorer,Budget,outdoor,1,Karur
Kaveri Bridge Karur,Nature Lover / Urban Explorer,Budget,outdoor,1,Karur
Karur Agraharam Heritage Walk,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Karur
Ancient Sangam Era Sites,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Karur
Kodumudi Temples,Spiritual Traveler / Culture Seeker,Budget,both,3,Karur
Velayuthampalayam Village Tour,Culture Seeker / Nature Lover,Budget,outdoor,3,Karur
Evening Walk at Amaravathi Banks,Relaxation Lover / Nature Lover,Budget,outdoor,1,Karur
Bird Watching at Mayanur,Nature Lover / Adventure Seeker,Budget,outdoor,2,Karur
Textile Factory Tour,Culture Seeker / Urban Explorer,Budget,indoor,2,Karur
Karur Bus Stand Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Karur
Rural Crafts Center Karur,Culture Seeker / Shopper / Urban Explorer,Budget,indoor,2,Karur
Sri Abayapradhana Ranganathar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Sri Karuvur Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Sri Shirdi Sai Baba Temple Karur,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Sri Maha Kaliyamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Sri Vangalamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Karur
Sri Vasavi Kannika Parameeswari Amman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Agneeshwarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Thirukkampuliyur Sellandiamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Mutharaiyar Kottai Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Arulmigu Lakshmi Narayana Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Mayanur Barrage Picnic Spot,Nature Lover / Family Planner,Budget,outdoor,3,Karur
Kaveri River Mayanur,Nature Lover / Relaxation Lover,Budget,outdoor,2,Karur
Thanthoni River View,Nature Lover / Romantic Couple,Budget,outdoor,1,Karur
Noyyal River Banks,Nature Lover / Relaxation Lover,Budget,outdoor,2,Karur
Kulithalai Dam,Nature Lover / Family Planner,Budget,outdoor,2,Karur
Kallanai Dam Karur,Culture Seeker / Nature Lover,Budget,outdoor,3,Karur
Thadagam Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Karur
Paramathi Hills,Adventure Seeker / Nature Lover,Budget,outdoor,4,Karur
Pachamalai Hills Trek,Adventure Seeker / Nature Lover,Mid-range,outdoor,6,Karur
Aravakurichi Forest Area,Nature Lover / Adventure Seeker,Budget,outdoor,3,Karur
Karur Rock Climbing Spots,Adventure Seeker / Nature Lover,Mid-range,outdoor,3,Karur
Kaveri River Rafting Karur,Adventure Seeker / Nature Lover,Premium,outdoor,3,Karur
Amaravathi Dam Camping,Adventure Seeker / Nature Lover,Mid-range,outdoor,12,Karur
Karur Heritage Temple Circuit,Culture Seeker / Spiritual Traveler,Budget,outdoor,5,Karur
Kovai Kutralam Falls Karur,Nature Lover / Adventure Seeker,Budget,outdoor,3,Karur
Karur Eco Park,Nature Lover / Family Planner,Budget,outdoor,2,Karur
Poondi Park,Nature Lover / Relaxation Lover,Budget,outdoor,1,Karur
Karur Corporation Park,Nature Lover / Family Planner,Budget,outdoor,1,Karur
Kulithalai Town Park,Nature Lover / Family Planner,Budget,outdoor,1,Karur
Pugalur Town Heritage,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Karur
Nerur Town Walking Tour,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Karur
Karur Clock Tower,Culture Seeker / Urban Explorer,Budget,outdoor,1,Karur
Amaravathi River Ghat,Nature Lover / Spiritual Traveler,Budget,outdoor,2,Karur
Karur Silk Weaving Center,Culture Seeker / Shopper,Budget,indoor,2,Karur
Bed Sheet Manufacturing Units,Culture Seeker / Shopper,Budget,indoor,2,Karur
Karur Export Market,Shopper / Urban Explorer,Budget,indoor,2,Karur
Jayankondam Market,Shopper / Urban Explorer,Budget,outdoor,2,Karur
Kulithalai Market Street,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Karur
Hotel Annalakshmi,Foodie / Budget Backpacker,Budget,indoor,1,Karur
Grand Sweets Karur,Foodie / Budget Backpacker,Budget,indoor,1,Karur
Sree Annapoorna Karur,Foodie / Budget Backpacker,Budget,indoor,1,Karur
Junior Kuppanna Karur,Foodie / Culture Seeker,Mid-range,indoor,1,Karur
Cafe Coffee Day Karur,Foodie / Romantic Couple,Mid-range,indoor,1,Karur
Karur Railway Heritage Station,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Karur
Mayanur Bird Watching,Nature Lover / Adventure Seeker,Budget,outdoor,3,Karur
Amaravathi Sunset Point,Nature Lover / Romantic Couple,Budget,outdoor,1,Karur
Kodumudi Chola Heritage Sites,Culture Seeker / Budget Backpacker,Budget,outdoor,3,Karur
Rural Village Pottery Making,Culture Seeker / Shopper,Budget,outdoor,2,Karur
Karur Nature Photography Tour,Nature Lover / Culture Seeker,Budget,outdoor,4,Karur
Manmangalam Temple Complex,Spiritual Traveler / Culture Seeker,Budget,both,2,Karur
Promenade Beach (Rock Beach),Nature Lover / Relaxation Lover,Budget,outdoor,2,Pondicherry
Paradise Beach (Plage Paradiso),Nature Lover / Adventure Seeker,Mid-range,outdoor,4,Pondicherry
Auroville Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Pondicherry
Serenity Beach,Adventure Seeker / Nature Lover,Budget,outdoor,3,Pondicherry
Quiet Beach (Repos Beach),Nature Lover / Romantic Couple,Budget,outdoor,2,Pondicherry
Sri Aurobindo Ashram,Spiritual Traveler / Relaxation Lover,Budget,both,2,Pondicherry
Auroville & Matrimandir,Spiritual Traveler / Culture Seeker,Budget,outdoor,4,Pondicherry
Manakula Vinayagar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Sri Varadaraja Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Vedapureeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Basilica of the Sacred Heart of Jesus,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Immaculate Conception Cathedral,Spiritual Traveler / Culture Seeker,Budget,both,1,Pondicherry
Notre Dame des Anges Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Pondicherry
Church of Our Lady of Angels,Spiritual Traveler / Culture Seeker,Budget,both,1,Pondicherry
French Quarter (White Town),Culture Seeker / Romantic Couple,Budget,outdoor,3,Pondicherry
French War Memorial,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Pondicherry
Aayi Mandapam,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Pondicherry
Old Lighthouse,Culture Seeker / Adventure Seeker,Budget,outdoor,1,Pondicherry
Pondicherry Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Pondicherry
Jawahar Toy Museum,Culture Seeker / Family Planner,Budget,indoor,2,Pondicherry
Cluny Embroidery Centre,Culture Seeker / Shopper,Budget,indoor,2,Pondicherry
Botanical Garden,Nature Lover / Family Planner,Budget,outdoor,2,Pondicherry
Bharathi Park (Government Park),Nature Lover / Relaxation Lover,Budget,outdoor,1,Pondicherry
Ousteri Lake & National Park,Nature Lover / Adventure Seeker,Budget,outdoor,3,Pondicherry
Chunnambar Backwater,Nature Lover / Adventure Seeker,Mid-range,outdoor,3,Pondicherry
Arikamedu Archaeological Site,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Pondicherry
Dupleix Park,Nature Lover / Relaxation Lover,Budget,outdoor,1,Pondicherry
Café des Arts,Foodie / Romantic Couple,Mid-range,indoor,2,Pondicherry
Baker Street,Foodie / Budget Backpacker,Budget,indoor,1,Pondicherry
Le Café,Foodie / Romantic Couple,Mid-range,indoor,2,Pondicherry
Villa Shanti,Foodie / Romantic Couple,Premium,indoor,2,Pondicherry
Surguru Restaurant,Foodie / Budget Backpacker,Budget,indoor,1,Pondicherry
Bread & Baguette,Foodie / Budget Backpacker,Budget,indoor,1,Pondicherry
Kasha Ki Aasha,Foodie / Romantic Couple,Mid-range,indoor,2,Pondicherry
Goubert Market (Grand Bazaar),Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Pondicherry
Mission Street Shopping,Shopper / Urban Explorer,Budget,outdoor,2,Pondicherry
Nehru Street Market,Shopper / Urban Explorer,Budget,outdoor,2,Pondicherry
Scuba Diving at Temple Reef,Adventure Seeker / Nature Lover,Premium,outdoor,4,Pondicherry
Surfing at Serenity Beach,Adventure Seeker / Nature Lover,Mid-range,outdoor,3,Pondicherry
Kayaking at Chunnambar,Adventure Seeker / Family Planner,Mid-range,outdoor,2,Pondicherry
Cycling Tour of French Quarter,Adventure Seeker / Culture Seeker,Budget,outdoor,3,Pondicherry
Auroville Bakery & Cafeteria,Foodie / Culture Seeker,Budget,indoor,2,Pondicherry
French Institute (Alliance Française),Culture Seeker / Budget Backpacker,Budget,indoor,2,Pondicherry
Bharati Museum & Gallery,Culture Seeker / Budget Backpacker,Budget,indoor,2,Pondicherry
Gandhi Statue & Memorial,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Pondicherry
Paradise Island (Chunnambar),Nature Lover / Adventure Seeker,Mid-range,outdoor,3,Pondicherry
House of Hidesign,Shopper / Urban Explorer,Mid-range,indoor,1,Pondicherry
Seagulls Restaurant & Bar,Foodie / Romantic Couple,Mid-range,indoor,2,Pondicherry
Pondy Marina,Nature Lover / Relaxation Lover,Budget,outdoor,2,Pondicherry
Pondicherry Heritage Walk,Culture Seeker / Budget Backpacker,Budget,outdoor,3,Pondicherry
Karaikal Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Pondicherry
Veerampattinam Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Pondicherry
Mahe Beach,Nature Lover / Romantic Couple,Budget,outdoor,2,Pondicherry
Yanam Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Pondicherry
Sri Gokilambal Thirukameswar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Kamakshi Amman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Navagraha Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Sivananda Swami Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Irumbai Shiva Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Panchavati Anjaneya Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Pondicherry
St. Anthony's Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Pondicherry
Holy Rosary Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Pondicherry
St. James Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Pondicherry
Kareikalamman Temple Karaikal,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Saneeswaran Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Auroville Visitors Center,Culture Seeker / Family Planner,Budget,indoor,2,Pondicherry
Savitri Bhavan Auroville,Spiritual Traveler / Culture Seeker,Budget,indoor,2,Pondicherry
Sadhana Forest,Nature Lover / Adventure Seeker,Budget,outdoor,3,Pondicherry
Quiet Healing Center Auroville,Relaxation Lover / Spiritual Traveler,Mid-range,indoor,2,Pondicherry
Unity Pavilion Auroville,Culture Seeker / Spiritual Traveler,Budget,indoor,2,Pondicherry
Arulmigu Kailasanathar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Villianur Thirukameshwara Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Sri Lakshmi Narasimha Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Varadaraja Perumal Temple Villianur,Spiritual Traveler / Culture Seeker,Budget,both,2,Pondicherry
Pondicherry Port,Culture Seeker / Nature Lover,Budget,outdoor,1,Pondicherry
Seagull Bridge Pondicherry,Nature Lover / Romantic Couple,Budget,outdoor,1,Pondicherry
Rock Beach Sunrise Point,Nature Lover / Romantic Couple,Budget,outdoor,1,Pondicherry
Pondicherry Art Gallery,Culture Seeker / Budget Backpacker,Budget,indoor,2,Pondicherry
Focus Art Gallery,Culture Seeker / Shopper,Budget,indoor,2,Pondicherry
Kalki Koechlin Gallery,Culture Seeker / Budget Backpacker,Budget,indoor,2,Pondicherry
